advice,cons,countHelpful,countNotHelpful,date,Date,employmentStatus,id,isAnonymousEmployee,isCurrentEmployee,isLegal,jobEndingYear,jobTitle,lengthOfEmployment,location,pros,ratings/0/rating,ratings/0/title,ratings/1/rating,ratings/1/title,ratings/2/rating,ratings/2/title,ratings/3/rating,ratings/3/title,ratings/4/rating,ratings/4/title,ratings/5/rating,ratings/5/title,ratings/6/rating,ratings/6/title,reviews/0/isOK,reviews/0/title,reviews/1/isOK,reviews/1/title,reviews/2/isOK,reviews/2/title,title,type,url
,switching shifts every month back and forth from nights to days.,1,0,2022-04-27T15:05:42.263,2022-04-27,REGULAR,63363369,FALSE,TRUE,TRUE,,Material Handler/Forklift Operator,2,"Goodyear, AZ",The benefits are pretty good.,0,Work/Life Balance,5,Overall,0,Culture & Values,0,Diversity & Inclusion,0,Senior Management,0,Career Opportunities,0,Compensation and Benefits,,Recommend,,CEO Approval,,Business Outlook,"good benefits, schedule is difficult",review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW63363369.htm
,"employees, swing shift, management, noise",1,0,2022-05-12T07:10:10.997,2022-05-12,REGULAR,64033578,FALSE,TRUE,TRUE,,Shift Supervisor,20,"Columbus, OH","wages, time off, employees, benefits",3,Work/Life Balance,5,Overall,5,Culture & Values,4,Diversity & Inclusion,5,Senior Management,4,Career Opportunities,4,Compensation and Benefits,TRUE,Recommend,TRUE,CEO Approval,TRUE,Business Outlook,george,review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW64033578.htm
,72 hours a week lack of help,0,0,2021-07-06T18:22:51.340,2021-07-06,REGULAR,49403222,FALSE,TRUE,TRUE,,Technician,0,"Rome, GA",Money and benefits are good,1,Work/Life Balance,3,Overall,2,Culture & Values,5,Diversity & Inclusion,3,Senior Management,4,Career Opportunities,5,Compensation and Benefits,FALSE,Recommend,,CEO Approval,,Business Outlook,Good money,review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW49403222.htm
Always engage your hourly experts in decision making. They know best how to do their job and have much to offer process improvement goals..,They're closing the location where I'm employed and moving to Mexico. Other than the fact that I'm soon to be unemployed. I truly have minimal negative feedback to offer.,4,0,2016-01-17T00:50:47.410,2016-01-17,REGULAR,9223649,FALSE,TRUE,TRUE,,End Technician,20,"Bristol, VA",The schedule allows for 7 out of 14 days off. Overtime is managed appropriately. The work load is steady but not overwhelming. Room for advancement and a great compensation package. Made an effort to notify us of closure far in advance with a fair severance package. Have also made efforts to offer employees the opportunity to relocate to other facilities but at a significant loss in wages. Overall it has been an excellent place to work.,4,Work/Life Balance,4,Overall,4,Culture & Values,0,Diversity & Inclusion,4,Senior Management,3,Career Opportunities,4,Compensation and Benefits,TRUE,Recommend,,CEO Approval,,Business Outlook,They have been good to me and offered many opportunities throughout my tenure.,review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW9223649.htm
,"Ball Corporate is an organization on auto-pilot in many ways. Innovation is not valued in Ball Corporate. It has market dominance and a reliable, safe strategy (for now) that seems to have served Ball for many decades. With regards to Analytics, Ball as an organization only cares about operational reporting. There is little interest in Analytics and BI as an org. There are people and teams that want this sort of analytics, but they face internal bureaucracy that limits them. Of my 15+ years in BI, this is the first time I've encountered a situation where BI and DW are seen as just another IT cost, not value add (as opposed to everywhere else I've been). Expect your career to stagnate if you take a BI position here. This type of role is best taken at the end of your career, especially if the Pros listed are appealing to you.

To recap: Ball places no value on collected data, it's only a cost to be lowered. If they are desperate for an occasional operational metric, that's why they have BI roles, otherwise you'll be bored out of your mind. Run away!",4,0,2018-06-05T09:17:16.573,2018-06-05,REGULAR,20900341,TRUE,TRUE,TRUE,,,4,"Westminster, CO","Easy going culture, lots of free time at work due to low requirements, good benefits, competitive pay",4,Work/Life Balance,2,Overall,1,Culture & Values,0,Diversity & Inclusion,2,Senior Management,1,Career Opportunities,3,Compensation and Benefits,FALSE,Recommend,FALSE,CEO Approval,,Business Outlook,Data Warehouse/Analytics/Business Intelligence,review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW20900341.htm
"- Move on, the company is no longer a small family company
- Micro managers, trust the people working for you and that they bring new ideas, don't try to make someone exactly like you
- Really reassess the people in management roles because some of them really should not be doing what they were promoted to","- Not open to change or new ideas. Management acknowledges this and does nothing
- Promotions are questionable, movement up because they like you or you have been with the company for a long time, instead of skills and experience
- People who have been with the company for a long time and wants things how it was long ago
- Silos, no team work with other departments, so bad communication, lots of work to fix something simple, wasted time and effort, complaints of being busy
- HR manager for packaging, needs to improve her people skills since she is suppose to work with people
- Management don't follow their own policies and make exceptions
- They say work life balance but really there is none",5,0,2011-01-14T23:30:13.670,2011-01-14,,774451,TRUE,FALSE,TRUE,2010,,0,"Broomfield, CO","- Compensation
- Benefits (once you become eligible for pension)",2,Work/Life Balance,2,Overall,0,Culture & Values,0,Diversity & Inclusion,1.5,Senior Management,2,Career Opportunities,3,Compensation and Benefits,FALSE,Recommend,,CEO Approval,,Business Outlook,Very Old Fashioned Company,review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW774451.htm
"Better consideration should be given to those you keep (as contingent workers), as far as hiring them on permanently.  Does it make sense to have to train new employees over and over?  Or utilize those who obviously have been doing a good job for you -- (without benefits).","Many people working at Ball are contingent, or contract workers.  Frustrating when many have years of service, but are still in contract positions.  (Benefits do not have to be paid out that way.)",1,0,2014-08-14T19:19:49.760,2014-08-14,REGULAR,4782401,TRUE,TRUE,TRUE,,,2,"Broomfield, CO",Employees are helpful and supportive.  Company tries to give kudos by offering service awards for every 5 years of service.  Compensation is very competitive.,3,Work/Life Balance,4,Overall,5,Culture & Values,0,Diversity & Inclusion,4,Senior Management,3,Career Opportunities,3,Compensation and Benefits,TRUE,Recommend,TRUE,CEO Approval,,Business Outlook,"Overall, good learning experience, but hard to move up.",review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW4782401.htm
"Remove the mask and start caring for your employees. Start by listening to them and hearing them out. Improve the consistent machine failures, frustrations, and inadequate maintenance men trained to fix equipment with band aids, wire ties and half hearted work ethic. Fix the overtime issue driven off lack of employees.",The local facility I was part of is poorly managed and needs a makeover starting at the top of the ladder. High employee turnover and working conditions are horrible. Upper management is very inconsistent with what they talk compared to what they walk!,0,0,2019-07-15T07:55:48.367,2019-07-15,REGULAR,28000114,FALSE,TRUE,TRUE,,Press Operator,6,"Verona, VA","Ball as a whole is a great company to be part of. Have great benefits, insurance and a couple floor level supervisors.",1,Work/Life Balance,4,Overall,1,Culture & Values,0,Diversity & Inclusion,1,Senior Management,4,Career Opportunities,4,Compensation and Benefits,FALSE,Recommend,TRUE,CEO Approval,FALSE,Business Outlook,Poor example of the Ball Corporation,review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW28000114.htm
Give your employs some personal days. Your point system for attendance is just awful and unfair.,12 hour shifts. Long days in a generally very warm environment. No sick days or personal days. 4 on 4 off schedule is hard on family life. 2 weeks vacation after you've been employed for a year but you have to take it all at once.,7,0,2015-08-08T11:52:47.217,2015-08-08,REGULAR,7505257,FALSE,FALSE,TRUE,2015,Maintainer,4,"Monticello, IN","The pay is good. Lots of opportunities for overtime, sometimes mandatory. They try to have company functions and involve employees in the happenings of the company.",2,Work/Life Balance,4,Overall,4,Culture & Values,0,Diversity & Inclusion,2,Senior Management,3,Career Opportunities,4,Compensation and Benefits,FALSE,Recommend,,CEO Approval,TRUE,Business Outlook,"Great pay, rough shifts.",review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW7505257.htm
"If you want to be in buisness in the future don't tell your employees ""the share holders are more important that you"" . There is a company named ARDAGH who will probably take over the can industry. After that then you will all realize what you should have done differently. Don't throw your employees in a hot box and force them to work everyday 12 hours. Show us courtesy and respect and we will do the same. Remember it's not the supervisors that get things done at the plants. It's the ""hourly"" employees. Most of us have to tell the supervisors how to do they're job. If you give your hourly employees family time then they will come to work happy boost production. If not then production will go down. Notice production is strong in January after the slow season because we had family time. But then when you start forcing employees to work everyday 12 hours we stop caring about ""productivity"" and ""quality"" and we start leaving reviews on glassdoor. It's simple but you have other views and goals and believe we should be greatful to have a job.  I'm done","Terrible supervisors. Management doesn't want to hear what the "" hourly"" employees have to say. They pretend they do but in one ear out the other. They have they're priorities literally written on the wall. ""Safety and housekeeping"".  ""Quality"".  ""Lean manufacturing"" ""these priorities will enhance our revenue""......... In none of their posts or corporate mumbo jumbo do they ever mention ""EMPLOYEE MORAL"" it's nothing to them. I personally haven't had a day off in 30 days and counting. They literally force you to work 12 hours 5 days a week and 8 hours Saturday and Sunday. We have at least 50 employees on disability every year. It's not that they don't want to work it's the company doesn't make the employees environment a place they want to work...... We all need a pay check to survive so we will do what we can to get bye and not get fired but don't expect %100 out of any employee.",3,0,2014-08-01T18:59:02.660,2014-08-01,REGULAR,4700598,FALSE,TRUE,TRUE,,Press Mechanic,9,"Oakdale, CA",Good pay that is all,1,Work/Life Balance,5,Overall,2,Culture & Values,0,Diversity & Inclusion,2,Senior Management,1,Career Opportunities,3,Compensation and Benefits,FALSE,Recommend,,CEO Approval,FALSE,Business Outlook,Hours and much more,review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW4700598.htm
As mentioned above I am lucky to have good management but do believe they should be more harsh with some of the lazier workers instead of letting them get away with being lazy.,Some co workers only put in a little effort or do the bare minimum and continue to get away with it.,1,0,2020-04-20T13:04:22.320,2020-04-20,REGULAR,32808075,FALSE,TRUE,TRUE,,Chemical Process Operator,0,"Conroe, TX","12 hour shifts, great pay with great benefits. Large facility. I have a great boss and most of my co workers are awesome as well. I enjoy my 4 days on 4 days off schedule.",5,Work/Life Balance,5,Overall,5,Culture & Values,0,Diversity & Inclusion,5,Senior Management,5,Career Opportunities,5,Compensation and Benefits,TRUE,Recommend,,CEO Approval,TRUE,Business Outlook,Hard work but a great job,review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW32808075.htm
"Listen to what the production employees have to say. Yes there are often the regular complainers and whiners, but most have valid opinions and  suggestions.","I worked at one of the casting and extrusion plants that was absorbed by Ball (formerly Neuman Aluminum). The work environment is hot, dirty (just the nature of the  business) sometimes dangerous and stressful, as management was always after those production numbers. If they were not met for the shift, you better have a good reason why they weren't. I heard that some practices improved after Ball took over, as I still stay in touch with some of the current employees. I can't not recommend them, because it's a job. If  you are a lazy person, this is not for you, and you will not be there very long.",1,0,2019-04-04T08:34:15.277,2019-04-04,REGULAR,25510720,FALSE,FALSE,TRUE,2015,Casting Line Operator,20,"Verona, VA","Fair pay, fair benefits, steady work, good people to work with",3,Work/Life Balance,3,Overall,4,Culture & Values,0,Diversity & Inclusion,4,Senior Management,3,Career Opportunities,4,Compensation and Benefits,TRUE,Recommend,,CEO Approval,,Business Outlook,Not for the faint of heart,review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW25510720.htm
,I haven't seen any cons,0,0,2024-02-20T05:06:48.760,2024-02-20,REGULAR,84549534,FALSE,TRUE,TRUE,,Talent Acquisition Specialist,2,"Westminster, CO",Everyone is collaborative and wants to help.,5,Work/Life Balance,5,Overall,5,Culture & Values,5,Diversity & Inclusion,5,Senior Management,5,Career Opportunities,5,Compensation and Benefits,TRUE,Recommend,TRUE,CEO Approval,TRUE,Business Outlook,Great place to work,review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW84549534.htm
,A fair amount of turnover.,0,0,2024-03-26T11:59:53.553,2024-03-26,REGULAR,85723096,FALSE,TRUE,TRUE,,Project Engineer,0,"Westminster, CO",Challenging but decent work life balance.,0,Work/Life Balance,4,Overall,0,Culture & Values,0,Diversity & Inclusion,0,Senior Management,0,Career Opportunities,0,Compensation and Benefits,,Recommend,,CEO Approval,,Business Outlook,Good Place To Be,review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW85723096.htm
,"Benefits are expensive and also kinda 💩, people and management are grumpy and petty AF.",0,0,2024-02-21T10:58:54.517,2024-02-21,REGULAR,84604369,FALSE,TRUE,TRUE,,Production Technician,1,"Monticello, IN","Good pay for the amount of work that's expected, 401K matching, PTO time",3,Work/Life Balance,3,Overall,2,Culture & Values,3,Diversity & Inclusion,3,Senior Management,4,Career Opportunities,3,Compensation and Benefits,TRUE,Recommend,TRUE,CEO Approval,TRUE,Business Outlook,Good place to work for the most part.,review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW84604369.htm
Continue to push to be a more progressive and inclusive company.  There is a lot of outdated vision that is still being driven through the ranks.,"Antiquated benefits and work-life balance.
Legacy team members stifling progress.",0,0,2024-01-12T09:57:41.690,2024-01-12,REGULAR,83307583,TRUE,TRUE,TRUE,,,1,"Westminster, CO","Some people care deeply and are trying to move the needle to become a more progressive company. It really depends on the leader you have and the team you are a part of.
I believe the current leadership team is making progress and am aligned with their vision for the future.",2,Work/Life Balance,2,Overall,2,Culture & Values,2,Diversity & Inclusion,2,Senior Management,3,Career Opportunities,2,Compensation and Benefits,FALSE,Recommend,TRUE,CEO Approval,TRUE,Business Outlook,Needs some major work!,review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW83307583.htm
,none that i can say or think of,0,0,2024-02-23T12:32:43.070,2024-02-23,REGULAR,84684408,FALSE,FALSE,TRUE,2024,Analyst,0,"Chicago, IL",fine was just fine ok,5,Work/Life Balance,4,Overall,5,Culture & Values,5,Diversity & Inclusion,5,Senior Management,5,Career Opportunities,5,Compensation and Benefits,,Recommend,,CEO Approval,,Business Outlook,good,review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW84684408.htm
,"Sometimes longer hours and with size of organization, difficulties with communication across teams",0,0,2024-02-12T20:23:03.310,2024-02-12,REGULAR,84317196,FALSE,TRUE,TRUE,,Senior Cost Accountant,0,"Westminster, CO","People, culture, facilities, pay, benefits",5,Work/Life Balance,5,Overall,5,Culture & Values,5,Diversity & Inclusion,5,Senior Management,5,Career Opportunities,5,Compensation and Benefits,TRUE,Recommend,TRUE,CEO Approval,TRUE,Business Outlook,Great Place to Work,review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW84317196.htm
